"feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14"
"-0.4900697,-0.14954536,1.4511559,0.88713187,0.78429115,0.9143822,0.92022955,0.034563325,0.23716678,0.20865807,0.82825404,0.72202766,0.8746603,1.2901362"
"0.14392415,0.49523994,1.429636,0.46526307,0.37678587,1.5625045,0.74050033,-0.51220715,1.1429727,1.1720523,0.77465063,0.7182091,0.06540706,1.9469776"
"-0.20852493,-0.104752935,1.41157,0.21792337,0.5385124,0.5054191,0.41313654,0.31145594,0.35653758,0.28491357,0.868486,0.67085546,0.74833965,0.81105983"
"-0.5985521,0.3581433,2.126089,0.40675738,0.5577376,1.3468108,0.76085305,0.3084007,1.1053334,0.54304063,1.1415538,0.60485876,0.546114,1.538476"
"-0.59623,0.122764595,1.3052177,0.96280456,-0.076660305,1.2308073,1.1569782,-0.079348326,1.037588,0.26672348,1.043029,0.6578567,0.6888544,1.4679946"
"-0.27748322,0.042174663,1.1034538,0.22510338,0.19930255,0.72298634,0.26342246,0.28584668,0.47013536,0.41087186,0.40774277,0.6424155,0.60247636,0.8598335"
"-0.033774473,-0.48942173,1.3569815,0.35534495,0.6873666,0.8846075,0.44522834,0.3183298,0.8565043,0.41461822,0.9940611,0.8704413,0.61539507,0.42841107"
"-0.10956809,0.010100675,0.8647047,0.3961609,-0.0054338044,0.7540351,0.17963387,0.24116378,0.89461386,0.37324464,0.5339468,0.086589485,0.47586882,0.72557855"
"-0.25425726,-0.47129738,1.1326169,0.45069313,0.7288425,0.6370506,0.34803173,0.10334142,0.4444881,0.19417958,0.66881,0.956836,0.5284699,0.6047973"
"-0.09945936,0.4845084,1.0879654,0.22196808,0.46859416,1.4462451,0.52176744,-0.12372249,1.1631203,0.6665426,0.10427393,0.37259522,0.23284727,1.2514398"
"0.031424455,0.31673694,0.7311049,0.13563994,0.37922332,0.5039838,0.26755154,-0.076340035,0.7241005,0.26334956,0.10906124,0.2394364,-0.034764715,0.9052923"
"0.0012626555,-0.13365558,1.4244225,0.31070253,-0.038535394,1.2671449,0.7757871,0.44071275,0.7802344,0.5306552,1.1459967,0.6623928,0.17858219,0.86848986"
"-0.46997872,-0.093060456,1.450499,0.51148635,0.9375798,0.7261749,0.504947,0.24429068,0.70199484,0.33936322,0.7833084,1.083216,0.925782,1.1971079"
"-0.2618729,0.30387887,1.1942995,0.30305314,0.28366852,0.95662403,0.27599952,-0.069488555,0.4965707,0.17016315,0.29501358,0.537062,0.28045976,0.92554975"
"-0.3619375,-0.21153072,1.0791717,0.76076996,0.27629563,1.018424,0.8207931,0.040902823,0.65931237,0.6363893,1.5489533,0.57702106,0.62037575,1.4633902"
"-0.13418283,-0.07484856,1.459486,0.40828523,0.4131905,0.61560667,0.78779423,0.30124074,0.9131614,0.34944117,0.90183055,0.012512399,0.25676993,0.75277853"
"0.20709562,-0.32769147,1.087066,0.2546722,0.3501452,1.4317433,0.5074019,-0.0033016498,0.9874676,0.8221543,1.0182906,1.0432993,0.54356384,1.8578578"
"-0.20303102,-0.027406022,1.5605352,0.5561687,0.28603482,1.2047663,0.89185655,0.034108885,0.97517675,0.16206698,1.1141268,0.47498715,0.5803831,1.1706448"
"0.1128081,0.22761405,2.203963,0.3229667,0.2878643,1.2756511,0.8303403,0.30681315,1.835764,0.84395117,1.1507925,0.023729706,0.32124314,0.99914664"
"0.042922918,-0.046578012,0.9371885,0.21578762,0.28387493,0.5661388,0.5640055,0.05947898,0.7253059,0.28449893,0.3541224,0.19943573,0.28775567,0.588036"
"0.01728079,0.011942651,0.87575674,0.5156009,-0.0025722664,0.6131934,0.5542026,0.118980885,0.81875825,0.4294543,0.72978956,0.90455085,0.478781,1.0404264"
"-0.74204326,0.2392193,2.3810656,0.82180727,0.9027947,0.65718806,0.80241245,0.6933736,1.3321544,0.4852685,0.83573407,1.2497027,0.9031558,1.1781397"
"0.014196089,0.2043461,1.9404635,-0.009693567,0.35127738,1.0600406,0.7258193,0.47881952,1.3330945,1.1428353,0.8027251,0.17436518,0.59445953,1.0654219"
"-0.3385287,-0.52449363,1.1407188,0.85083884,0.4552156,0.82698864,0.69080395,0.10293619,0.65353227,0.4751009,1.3045765,1.2114531,0.85611993,0.97669727"
"-0.09829304,0.3865624,1.2904711,0.2014464,1.0991136,0.9013906,1.0090642,0.049631257,0.9582696,0.81081986,0.5601097,0.60758585,0.49753955,1.4632652"
"0.019278366,-0.2476168,0.9508133,0.3261251,-0.2544547,0.69719756,0.9010333,0.1307042,0.6054917,0.4065202,0.91567254,0.72724277,0.30942056,1.0078994"
"-0.40047294,-0.08456835,0.8228899,0.34407282,0.42833555,0.5238732,0.34063625,0.14217682,0.30101436,0.4346519,0.8995028,0.718186,0.7029678,0.78637594"
"-0.2810668,0.13030356,1.3031212,0.4431952,0.39206547,1.0420047,0.76567423,-0.0042909784,1.4067285,0.61259663,0.9986496,0.5957924,0.66041696,1.3558465"
"-0.20495042,-0.2156509,1.2349595,0.19595616,0.312458,0.66977376,0.24163975,0.44654086,0.6234875,0.3632601,0.2976081,0.45032105,0.20666225,0.8526029"
"-0.35252795,-0.12509069,1.1497843,0.23455004,0.6219345,0.76924443,0.5949177,-0.092990674,0.50174844,0.30872634,1.0061986,0.7869406,0.43174666,0.93727255"
"-0.18620688,-0.19300014,2.1495776,0.6471405,-0.09662173,1.248021,1.3249081,0.4245268,1.0483888,0.20545521,1.5557815,0.523082,0.48717567,0.9104087"
"-0.1876273,0.31096074,1.0355961,0.35282773,0.18005288,0.8574295,0.38045028,-0.042798527,0.90845263,0.36553684,0.4386686,0.38741753,0.34537247,1.1954575"
"0.113869086,-0.00012619025,0.670885,0.5101908,0.18093729,0.8961601,0.5281597,-0.326559,0.7908206,0.19521141,0.4348925,0.9974255,0.7048757,1.0411876"
"-0.36390936,0.028570618,1.5575323,0.43154603,0.48148927,1.0762533,0.17932874,0.7350142,0.87955046,0.25442228,0.038192067,0.79057735,0.5376841,1.5370297"
"-0.0010330658,-0.49462548,1.4512672,0.45932978,0.37588987,0.8337851,0.47010723,0.51589704,0.8670869,0.859491,1.2881017,1.3027968,0.5818193,0.9599765"
"0.14233114,0.21830948,0.5612883,0.10417035,0.26638508,0.53209656,0.07236017,-0.15100051,0.8854608,0.3984357,0.4568508,0.16274828,0.30671704,0.8723575"
"-0.068928905,-0.35977975,1.6638854,0.15881054,0.41107333,0.9941293,0.6768148,0.42091438,0.75526106,0.6426401,1.3302983,0.630531,0.5825003,0.77968556"
"-0.020949978,0.07963164,1.3723714,0.32949516,1.0766824,0.50577486,0.4258101,0.07904546,0.7343673,0.47043455,-0.041586254,0.54968715,0.21442066,1.0724379"
"0.07967482,-0.15430667,1.4329185,-0.042239476,0.5526648,0.87425977,0.6384325,0.50393254,0.8248115,0.35766807,0.7095944,0.26890308,0.16360171,0.9972519"
"-0.39568353,-0.1594586,1.1672697,0.5031675,0.22541615,0.6175662,0.5155195,0.47986588,0.5907774,0.043460242,0.64763147,0.34355876,0.41258863,0.69321346"
"-0.11777489,0.099386945,1.6155889,0.29382148,0.67891866,0.79765815,0.66461676,0.5046959,0.91163224,0.06225749,0.81316584,0.66318434,0.5900542,1.5477265"
"-0.5892352,0.18966743,1.0748737,0.70092964,0.7560478,0.7371259,0.1790927,-0.4744934,0.63401926,0.09895105,0.7476491,1.5713485,0.857973,1.2282947"
"-0.22432055,0.04579943,1.4332486,0.91611844,0.30937725,1.0636812,1.334299,-0.0038419224,0.6653435,0.3275436,1.4646262,0.83386654,0.74298483,1.1237669"
"-0.24633312,-0.6452528,1.5991638,0.69441295,0.18490332,1.6787027,0.9066904,0.83068293,0.99226314,0.7832234,1.8609433,0.71116096,0.8064725,0.88917464"
"-0.22948927,0.3624805,1.2889612,0.2910013,0.40944546,1.0187252,0.6747518,0.02207461,0.5897367,0.689131,0.46141842,0.68133086,0.7312522,1.4133999"
"-0.5759096,-0.23570335,1.2237871,0.4361051,0.49360898,0.54128146,0.5158746,0.25004536,0.627549,0.5844609,0.6773585,0.8241798,0.6911362,0.7126315"
"-0.060667556,-0.16261391,0.68770057,0.532876,0.35254967,1.0124632,0.835,-0.13093826,0.73063916,0.2284409,0.7891602,0.77385306,0.42550105,1.1710135"
"-0.28157258,0.015062486,1.9844447,0.54511285,0.6749278,1.064812,0.86652637,0.104351245,0.83411187,0.37798795,0.7864488,0.836144,0.91869503,1.534614"
"-0.30919084,-0.07496642,0.94604665,0.6530488,0.8738922,0.4412687,0.68212634,0.036722343,0.731408,0.08577757,0.76010376,0.7253366,0.6925863,0.79533297"
"-0.33013248,-0.19524233,0.81710696,0.37986225,0.39996037,0.6038678,0.6875531,0.15607329,0.5368718,0.42557448,0.95180696,1.0669708,0.6067022,0.8831448"
"-0.2051838,-0.11200338,1.0182304,0.3766378,0.030123735,0.6949946,0.765505,-0.0019546857,0.7232841,0.045495022,0.50248116,0.72338843,0.41647863,0.8740563"
"-0.23932204,-0.20901985,1.902528,0.48451334,-0.21819445,1.1325063,0.8221486,0.20676784,1.5921335,0.7210319,0.9750986,0.4950991,0.73957735,1.0146393"
"-0.5923654,0.23414074,1.8594979,0.5561109,0.83030033,0.7756291,0.50456274,0.46868047,0.7857456,0.27394503,0.5727286,1.4994543,1.0364861,1.397297"
"-0.17506357,-0.2562638,1.3922238,0.6932761,-0.17945927,1.25856,0.96864814,0.15871848,0.8007704,0.42107546,1.8004602,0.77347326,0.6686978,1.1524333"
"-0.0129968235,-0.017035054,1.1096778,0.5505711,-0.031855695,0.8655517,0.75612247,0.14582044,0.55929375,0.25958842,0.88172925,1.003214,0.47068778,1.2946495"
"-0.29865468,0.2929646,1.0904675,0.18005657,0.22810006,1.2076548,0.9838669,0.19240862,1.3549594,0.60070735,0.38776165,0.3528953,0.7628153,1.2869699"
"-0.07724323,-0.22055244,1.3376969,0.41967154,0.48190653,1.0352119,0.9458405,0.10649613,0.7257011,0.35491937,0.3592388,0.8903512,0.57933956,1.4556216"
"-0.2363776,-0.124044694,1.0350156,0.40918547,0.46215734,0.69933176,0.4843515,0.07692282,0.6318764,0.23550242,0.45636663,0.39448068,0.38003254,0.8469359"
"-0.35905862,-0.27164266,1.4845299,0.7757795,0.3388196,0.91930133,1.2264377,0.048728433,0.6253557,0.2526061,0.85510504,1.0295666,0.7791153,1.3979762"
"0.18755452,-0.21635944,1.3362939,0.68987846,0.46617875,0.54103935,1.2404718,-0.020690873,1.0583509,0.020960419,0.48753357,0.9094695,0.2915321,1.042849"
"-0.07950321,0.12659873,1.0203952,0.30572596,0.3573227,0.28544113,0.36062396,0.051421903,0.8473398,0.4329923,0.23797889,0.29441437,0.38236678,0.75680554"
"-0.35454157,-0.25150162,1.6501539,0.6970445,0.5265598,0.8474999,1.1460594,0.7613176,0.7813894,0.27108487,1.0399314,0.782032,0.8740819,1.0760235"
"-0.5381555,-0.00404818,1.4627739,0.39598736,0.6172296,1.2473491,0.78147167,0.6569083,0.19879241,0.47332287,0.9162242,0.82952654,1.139059,1.218279"
"-0.1279805,0.46771905,1.1886922,0.13345005,1.036564,0.86615473,0.5150839,-0.23616813,1.2051895,0.43232188,0.17919527,0.76906425,0.477648,1.7938161"
"-0.545486,0.561108,2.1508374,0.4723898,1.2095323,1.2828687,0.44809097,-0.049396608,0.7254551,0.70158774,0.29110754,1.2209436,0.7182422,1.9257491"
"-0.4333036,0.13907315,1.3919582,0.4144009,0.48849675,0.8680115,0.2917144,-0.20136432,0.95048416,0.49958074,0.48676753,0.5798886,0.5396978,1.1743978"
"-0.3557162,-0.013007368,1.0770909,0.42953745,0.57654387,0.7993036,0.45881766,-0.007922223,0.57100564,0.08052544,0.37307325,0.567567,0.5203275,1.1835312"
"-0.18657647,-0.24911635,1.3484571,0.5708863,0.55541855,0.75474656,0.9022185,-0.0017677357,0.9457533,0.062558025,0.72646147,0.7222676,0.8527561,1.2885503"
"-0.41581094,-0.1290022,0.7707121,0.23390806,0.20902795,0.624125,0.39422446,0.31121007,0.35220093,0.26842195,0.7229874,0.67296404,0.55260575,0.7770792"
"-0.4912582,0.04526851,1.2811123,0.8512493,0.98574185,0.5688132,0.42122957,-0.18511894,0.92950165,0.10316898,0.67670065,1.4130985,0.7670183,1.4278191"
"-0.29306376,0.21826833,1.2327337,0.40987766,0.44772917,0.7314744,0.897492,0.18459661,1.4114168,0.7271297,0.75627524,0.43140355,0.81764567,1.1199262"
"-0.4117203,-1.234034,1.6898588,0.96215516,0.17388117,1.3696939,1.5572641,0.50854707,1.4260433,0.60439235,1.8443353,1.5257652,0.84111667,1.382876"
"-0.305205,-0.5296278,1.00602,0.62661594,0.7229166,0.9595779,0.4456772,-0.1583885,0.42864668,0.48383772,0.97848094,1.469654,0.76099706,0.92540973"
"-0.5201238,-0.07263872,1.2212058,0.5274549,0.5422679,0.9117713,0.64768815,0.122037694,0.38928092,0.10497882,0.4963812,0.5447653,0.57134557,1.1115386"
"-0.18831035,0.23100081,1.1149892,0.106088154,0.7577051,0.80126536,0.18570657,0.21661086,0.758036,0.53679556,-0.042515855,0.14608398,0.16921267,1.0625355"
"-0.11640051,-0.10134311,1.8075856,0.04512797,0.43826368,1.8491251,0.6178295,0.40576875,1.0455792,0.7723774,0.9712951,0.35846552,0.4985987,1.1542767"
"-0.24732837,-0.08363392,1.4708087,0.2998512,0.82202655,0.5656637,0.71212703,0.46492192,0.61732405,0.4725793,0.6227678,1.0355095,0.7209915,1.0706006"
"-0.512874,-0.58862895,1.8381253,0.5423643,0.22021863,1.0978594,0.95506096,0.40942043,1.1080744,0.26346293,0.8549039,1.0205978,0.8615608,1.3832495"
"-0.047895905,-0.25406316,1.8349545,0.28134954,0.4607266,1.1338851,0.60508716,0.7647295,1.0642785,0.7206074,1.1383642,0.3455706,0.60051155,0.81113505"
"-0.11001698,-0.40979588,1.7496933,0.7375562,0.7494265,0.8504436,0.96575874,0.15680622,0.60347235,0.78713727,1.5143819,1.2253325,0.5651759,1.2408514"
"-0.035648555,0.1681987,0.81713444,0.12708212,0.3982592,0.5704597,0.41686505,-0.11549231,0.98605883,0.37461525,0.10090761,0.5209125,0.38863185,0.9712475"
"-0.33501646,-0.2596254,1.3395039,0.26551086,0.7368388,0.6947673,0.5033404,0.45068154,0.49804756,0.38703978,0.5861531,0.43655455,0.37265146,0.7487343"
"-0.1403104,-0.38641307,1.5223187,0.27065012,0.8823055,0.35369006,0.7909385,0.33621973,0.37241432,0.19855125,0.8126489,0.5668524,0.79968065,1.0209254"
"-0.6221079,0.089437924,2.532144,-0.14248027,0.14636767,1.9899132,0.5950159,1.1327267,0.7844854,1.2007552,0.9647165,0.7803468,0.76373583,1.4955251"
"-0.51194245,-0.23302093,1.352879,-0.089925826,0.48204008,1.1075865,0.31177273,0.5430815,0.5593054,0.8996838,1.0136904,0.6258249,0.6618111,0.8584714"
"-0.07869449,0.8053543,1.939894,0.4645049,0.4812199,1.4797691,1.1432283,0.30713972,1.4927347,0.45295396,0.52886873,0.5331238,0.66238135,2.3641605"
"-0.3916514,0.37699774,0.6458807,0.4540782,0.25161737,0.83086777,0.22525227,-0.13486935,0.96563995,0.17359331,0.6107376,0.38033402,0.26232997,1.2629135"
"-0.24874243,0.21658717,1.5455228,0.4496915,0.65378237,0.41325006,0.48677906,0.4982744,0.8596063,0.38574535,0.09103885,0.92238134,0.5879199,0.97614336"
"-0.36978748,-0.14342321,1.4138782,0.51178765,1.0832195,0.7208154,0.7393412,-0.14512086,1.0265853,-0.05087148,0.7131645,1.1109214,0.5107534,1.5972458"
"-0.21252534,0.12500721,0.7180006,0.1353685,0.30607656,0.663004,0.26063818,0.07001972,0.9291213,0.2826078,0.7960167,0.5575917,0.40167487,0.9919714"
"-0.16994278,0.29350075,1.6784629,0.3889556,0.39523125,0.99597394,0.7467213,0.134799,0.22667648,0.5347747,1.1985979,0.723003,0.71518195,1.260357"
"0.02828655,-0.005001099,1.2655175,0.368163,0.11012793,0.8481414,0.6476461,-0.07149433,1.1915997,0.38952106,0.76332235,0.12530299,0.564419,0.7886828"
"-0.2699222,0.18298918,1.1320788,0.24111111,0.59679466,1.3859906,0.054036304,-0.30173072,1.435966,0.5580089,0.08307518,0.9711532,0.651629,1.4381151"
"-0.24442008,-0.11394791,1.4230686,0.36060452,-0.050508495,0.6077071,0.8737073,0.22914268,1.0467556,0.080491245,0.6443434,0.56946546,0.40321377,0.82862306"
"-0.5199967,-0.3002342,2.8015118,0.52648216,0.21057978,1.3538573,1.2364655,0.72450894,0.94108623,0.33037314,1.6983798,0.6887352,0.8297838,1.3259789"
"-0.21288525,0.44821563,0.9350151,0.45302826,0.31609342,0.79701924,0.50457275,0.12570645,0.64649147,0.2972626,0.6550625,0.6105361,0.21265453,1.1758368"
"-0.52934545,-0.088109806,0.99710524,-0.02607919,0.40909466,0.71779406,0.39227754,0.19562332,0.6684975,0.52258265,0.44777966,0.21115325,0.65998346,0.7013832"
"-0.50764745,0.49377388,1.6346148,0.39139,1.1427578,0.754332,0.8909127,-0.24345033,0.31516013,0.5612554,0.7566565,1.278459,0.84411633,1.8956648"
"-0.51184386,0.39763653,1.4195275,-0.19953366,0.944161,0.8729543,0.36888698,-0.26444092,1.0429962,1.1563884,-0.14780831,0.23297699,0.47083944,1.4723161"
"-0.19625597,0.4660774,1.4106021,0.62200814,0.8571369,1.3709474,0.80842394,-0.12978911,1.1085405,0.66849226,0.363608,0.5679895,0.07717702,1.780859"
"-0.22788616,0.36065012,1.7192127,0.4074995,0.20226708,1.1195546,1.2691994,0.5348746,1.354937,0.4945242,0.6755627,0.48252264,0.6037004,1.2010418"
"-0.12571485,-0.4040291,1.4568663,0.51878506,0.41722903,0.56799036,0.819713,0.46893454,0.5751319,0.08975448,1.0087068,0.50525564,0.6531527,0.9081799"
"-0.25636667,0.35227418,0.82104486,0.26717913,0.4069728,1.1419486,0.3746172,-0.30466256,0.63162756,0.3769396,0.58530504,0.5033468,0.46087912,1.5095472"
"-0.23166272,-0.9874709,0.96489716,0.49780166,0.14115828,0.4771268,1.0838677,0.30395114,0.72552997,0.53145736,1.4512739,1.7153583,0.7558416,1.1464444"
"-0.04701892,-0.0072193677,1.9617279,0.6151688,1.0037326,0.9745305,0.7022848,0.3941129,0.87938184,0.5199348,0.5307406,1.6565516,0.601977,1.3595684"
"-0.42433077,0.069589466,0.81935024,0.048746668,0.16604626,0.95221364,0.2582421,0.26551703,0.62660253,0.4298774,0.53849375,0.070474714,0.7278236,0.9074188"
"0.2132554,0.25214782,1.0854055,0.20866852,0.41164044,0.6550288,0.25145552,-0.10824688,0.8597913,0.41193065,0.2523257,0.31617376,0.21877334,1.2726574"
"-0.18083182,-0.15612839,0.6802135,0.36813658,0.5703269,0.45923027,0.48126516,-0.3006854,0.7902733,0.40182522,0.62015116,0.68514705,0.32808438,0.76103926"
"-0.28655505,-0.22898184,1.5294479,0.24567787,0.61951137,0.90757036,0.5187956,0.33238903,0.53726214,0.64338654,0.5205612,0.8454651,0.34895894,0.6951394"
"-0.16147265,0.08740767,1.8102505,-0.15021181,0.814721,1.0624917,0.60927916,0.48376197,0.7959024,1.2065694,1.1199081,0.46017626,0.52432996,0.9149054"
"-0.4856096,0.1703438,0.83735955,0.66401124,0.35844904,0.6917169,0.31982636,-0.1626415,0.46146992,0.24757144,0.58145577,0.525127,0.35033414,1.0167345"
"-0.3778101,-0.35478166,1.7516211,0.64643395,0.23879248,1.4588205,0.9765195,0.58782274,0.74242264,0.43497843,1.4744956,1.1060272,0.82478064,1.2320477"
"0.015190312,-0.4574444,1.4311914,0.45184904,0.20313805,1.4137318,0.74381334,0.5521879,0.92989504,0.7662122,1.4166229,0.9173391,0.5083557,0.89540225"
"-0.2866829,-0.05530754,1.6915942,0.23771498,0.8058799,0.8763385,0.92106646,-0.2209751,1.6951063,-0.055756874,1.127557,0.69816166,0.55891407,1.7020156"
"-0.33478922,-0.0967057,1.5835669,0.3831404,0.14919615,1.3258971,0.9067025,0.17432511,0.7006373,0.8377947,1.5704036,0.63622254,0.57474333,1.3806909"
"-0.23618448,0.11161635,0.8300171,0.5608896,0.685362,0.6030774,0.8795355,-0.58320385,1.200619,0.32800654,0.3948742,0.81231207,0.7957682,1.4266801"
"-0.64398825,0.14844492,2.0539143,0.80341756,0.34008664,1.6636674,1.0146064,-0.15579997,0.90203166,0.58595556,1.8267779,1.183425,1.0912157,1.5920355"
"-0.49665678,-0.012740135,1.7280886,0.34331632,0.9109799,1.0069776,0.66728437,0.122293286,0.80326796,0.24934149,0.58852905,1.5911113,1.0442612,1.7909689"
"0.08850413,0.34147355,1.1061301,0.11735277,0.18073276,0.74829227,0.43985805,0.11676229,0.7693294,0.52723616,0.34198558,0.23213954,-0.21669078,1.0145577"
"-0.266699,-0.09021951,0.70435715,0.21381989,0.15508175,0.72547126,0.4586132,0.45803934,0.35900503,0.59302104,0.7689148,0.41669452,0.46988335,0.5920608"
"-0.13699684,0.12457664,0.96345896,0.19175625,0.40960345,1.0136033,0.308691,-0.14220665,0.9240012,0.61610585,0.2660627,0.37524983,0.21854003,0.8757082"
"-0.18476443,-0.14100094,1.3373628,0.30072755,0.5381075,0.79998666,0.80086166,0.75514835,0.44362625,0.46607086,0.5258006,0.76126343,0.7252856,0.60715127"
"-0.33681878,0.4473796,1.122834,0.62409484,0.4924453,1.1941186,0.30023322,0.051389664,0.9956621,0.10171074,0.7541151,0.96557957,0.5643708,1.5004512"
"-0.538154,0.13396254,1.5431428,0.19581705,0.9878106,0.82920706,0.16709508,0.046287958,0.434817,0.22871289,0.1613917,0.70069283,0.5530096,1.4596715"
"-0.32020932,-0.12575568,1.5083146,0.10334841,0.7745359,0.775598,0.7728393,0.15135022,0.99830323,0.36787757,0.70377535,0.59713185,0.65771323,1.0405498"
"-0.22631504,-0.08203437,1.8637004,0.7461005,-0.07542447,1.4397553,1.0998255,0.5650808,0.936865,0.8965122,1.5262105,0.64936835,0.33202928,1.0016752"
"-0.25315008,-0.2847298,2.0870514,0.42173597,0.5129529,1.4466647,1.0077602,0.76726437,0.5855236,0.83069277,0.92898905,1.0353135,0.7665691,1.1189494"
"-0.056871463,0.10460712,1.1172537,0.037949014,0.31058836,1.2007655,0.48331675,0.35507286,0.7661178,0.4207248,0.45142922,0.16566242,0.2317843,0.9962944"
"-0.03109612,0.43944138,1.1189835,0.21224678,0.39548185,1.2180741,0.48631218,0.41709736,1.316728,0.55222124,0.22321443,0.1616051,0.27373907,1.143623"
"-0.40888932,0.06962078,1.1878662,0.42969716,0.22067508,1.3610368,0.95675004,0.23180132,0.43721047,0.90658414,0.9955189,0.9802862,0.6569426,1.3866502"
"-0.069079615,0.4494261,1.0006038,0.67835,0.08721392,0.81270206,0.6093793,-0.038662307,0.7397951,0.25366262,0.760245,0.38571456,0.23211192,1.2149472"
"-0.30032632,0.0067164553,0.8564928,0.5230456,0.5224674,0.7235664,0.6010271,-0.14785859,0.6418018,0.22308765,0.7005741,0.56073725,0.5868643,1.1454693"
"-0.12844425,0.06357292,1.1188891,0.6492569,-0.016018953,0.99952596,0.7296698,-0.32886738,1.0280796,0.4959281,0.6642734,0.80380756,0.6830267,1.2686577"
"0.17437425,0.21805613,1.6014926,0.18875854,0.7721362,0.4092044,0.39824384,-0.18408139,1.3085142,0.9274064,0.57560354,0.02367153,0.29411587,0.7605186"
"-0.14147957,0.033433814,0.99619025,0.4100306,0.51817524,0.46507916,0.3718611,0.17367896,0.5498917,0.3297359,0.4427187,0.51163125,0.5171708,0.71290314"
"-0.19719534,-0.11130622,0.88034034,0.075480714,0.54661596,0.507206,0.3936539,0.1465667,0.54573375,0.5478454,0.5627422,0.33003765,0.46096703,0.5550846"
"-0.2427563,-0.20534913,1.8418072,0.3999864,0.06406178,1.3425695,0.59065866,0.52799684,0.791507,0.57412016,0.9005818,1.0479772,0.8948424,1.3778641"
"-0.43526193,0.24522078,1.0802444,0.024587046,0.4661392,1.3380693,0.22910397,0.21163349,0.55685836,0.72019845,0.39650786,0.52052164,0.3879022,1.1971107"
"-0.21010375,-0.081073314,1.0499415,0.18716078,0.28530684,1.2066616,0.6863676,0.30153584,0.44744727,1.1383759,0.8787725,0.58615834,0.78454465,1.1505464"
"-0.23600149,0.16212489,1.3917778,0.8270966,0.35996786,1.072418,0.7041148,0.03894546,0.78809667,0.10870572,1.1736195,1.4023349,0.93711734,1.8602794"
"-0.2913444,0.14710845,2.0892587,0.30359712,0.9162913,0.61614954,1.0092814,0.20651361,1.2530365,0.992296,0.31525072,0.59579617,0.63082874,1.5570971"
"-0.46296296,0.1957666,1.0587895,0.4669175,0.4258715,0.8699985,0.5693618,0.12171414,0.95916,0.3717167,0.72960657,0.09035519,0.33064353,1.5194968"
"-0.48443735,-0.13199762,0.94639456,0.59938633,0.15610152,0.68217266,0.50600386,0.010607963,0.7306592,0.21943237,0.9728003,0.47382507,0.7840281,1.1843213"
"-0.0983529,0.07170347,0.838246,0.276438,0.21252394,0.58078456,0.66220134,0.024944976,0.79868424,0.22429629,0.5118005,0.2272813,0.27093259,0.8380438"
"-0.38315433,-0.5217497,0.62146455,0.50932103,0.55507135,0.7836526,0.68746996,0.10619697,0.7818015,0.38550985,1.0752875,0.7539269,0.5980019,0.91643405"
"0.07883906,0.24051976,1.3388808,0.36320335,0.6026325,0.43541262,0.287367,-0.08275743,0.91841584,0.57787967,0.18842869,0.52820176,0.59561336,1.2317724"
"-0.17162512,-0.48673695,1.2218442,0.3029777,0.5899751,0.6151152,0.011742566,0.68791914,0.79384804,0.67105436,0.51082623,0.3612745,0.72418797,0.74879164"
"0.028856516,0.63643867,1.6238025,-0.067210875,0.5589282,0.8496739,0.32536983,0.49235693,0.9890599,0.7820076,0.06494142,-0.060085174,-0.02449026,1.465797"
"-0.49974585,-0.013880959,1.4866129,0.39923728,0.21262914,1.0423099,0.36736366,0.40158802,1.0314219,0.416185,0.52562827,0.4936269,0.9471949,1.0630231"
"-0.3888354,-0.82325166,1.4634682,0.48376915,0.71514106,0.76087856,1.0592517,0.65278095,0.437702,0.6468192,1.3324448,1.4179792,0.8520599,1.0032413"
"-0.009182564,-0.010784234,0.9833212,0.226606,0.14228982,0.543498,0.3738196,0.12594509,0.8622208,0.33021995,0.45132148,0.19844224,0.19860137,0.31020644"
"-0.16684654,0.6457692,1.5003357,0.38487035,0.5728263,1.0429085,0.4039894,0.15788881,0.78828084,0.25159922,0.95159525,0.7433194,0.65033394,1.5983732"
"-0.33372754,-0.11524786,1.3093876,0.6877037,0.035612874,0.7913384,0.6349636,0.17055435,0.64349246,0.21765544,0.7160562,0.40590662,0.6290297,1.0180126"
"-0.017015677,0.25382495,1.7682319,-0.24253038,0.44186574,1.2144641,0.5389297,0.43531686,0.6470418,1.2993723,0.91085,0.52591705,0.5963724,1.4158581"
"-0.23432784,0.2110142,1.528443,0.5160825,-0.072481826,1.0793359,0.36051953,0.07866435,1.3411742,0.14635918,0.5364138,0.37040624,0.62823695,1.1800373"
"-0.81587845,-0.25629592,1.0539515,0.34644115,0.85741454,1.2833532,0.55751526,-0.027036555,0.80497074,0.81894433,0.8124351,1.2182146,1.0760524,1.4793533"
"-0.48177546,-0.25612816,1.4683509,0.6517426,1.1677232,0.74756825,0.20648609,-0.09993849,0.71421164,0.25002652,0.39212334,1.1936053,0.6990799,1.203259"
"-0.5355254,-0.50607806,1.1237833,0.65584934,0.65693784,0.46999213,0.6495979,0.2469091,0.6263014,0.33274361,0.986381,1.2258947,0.6283989,1.0034739"
"0.04754688,0.07003585,1.8421527,0.16791497,0.3440134,0.88521606,0.93716174,0.41117766,0.7746077,0.48993254,0.66290826,0.3880785,0.3744356,1.1560874"
